amount,device_id,location,is_fraud
2614.34,5bffa340-aa18-48fb-b581-324d08e1a716,Littlehaven,0
3628.01,a7c55894-8348-47a5-859f-642a8bf6cb64,Juarezshire,0
59.92,edfdc029-26ff-4d30-be16-2ba0b23ede31,South Christinaview,0
1583.91,c58db99a-19ef-47ac-b6b6-63b939bad980,Sheilaton,0
4310.04,6d0597c3-8784-42aa-bf9c-ef69a129c83e,East Johnnytown,0
834.49,076f221e-a306-41d0-b720-3cf5f952812d,Heathermouth,0
1522.11,090b3d64-7e06-482a-8bff-261e3695c877,West Juliestad,0
1298.64,cb7f8144-edad-41fd-9e11-598f36394179,Natashaburgh,0
1844.08,3c352b01-e834-4efc-b945-252681386802,North Teresa,0
2059.25,d68f4492-7f0b-47df-90bf-b100818eb284,East Timothy,0
468.48,d92a3e10-b2ba-49fe-8e6e-197dc02e6ccf,Lake Michelleshire,0
2219.15,aa92086e-10ee-405d-b671-b443875fa7f6,Margaretville,0
2064.21,18cb7175-9e02-4947-b5db-85b67795becc,Lake Charleston,0
3777.67,70db3365-4778-4a1f-8340-b2707f0ac258,West Lucasmouth,0
107.41,92aeed82-6650-44a6-ad3a-cdc9c2ebe1a8,Port Rebeccaview,0
1238.33,41fbcd0f-67ca-441f-bd3f-04e86bfa81eb,New Michael,0
634.92,20288dc4-0586-4b1d-a924-4c13ee50b60a,South Joshuachester,0
2709.57,aa450a03-005a-4cbb-866b-2c01e1d4201e,Richardborough,0
3945.95,e12deb1d-bea8-41c3-b1eb-91a7cf3b3f20,Port Bridget,0
4821.95,287ecd3c-3f8a-4a5e-b35d-79a45a2f0496,Jacksonstad,0
2683.1,c75b1917-1b94-40c3-9899-6c92320ebb56,North Brittanyville,0
1485.32,8bfd2d1e-3867-4a68-b76c-026de2267468,Nathanielmouth,0
403.7,368ae821-f61a-404f-a890-561e781ba0a3,West Kimberly,0
166.53,d915fd81-7b68-4133-b511-48fb7a0993cb,Barrettstad,0
2210.75,4e1a594d-5962-4f38-9969-fd50de68b3cb,North Andrewview,0
3914.57,e21bbaea-0e35-4e45-a7df-cbc9533934cc,West Jamesland,0
2867.76,1fb6ae08-c2ef-4372-90f6-5e71549847af,South Kristi,0
266.37,00edc486-5b7c-42fc-b099-201f70e54d01,Jeffersonstad,0
4489.33,9a072afd-5283-4c90-b225-def601528052,South Angelica,0
239.95,e692a6c7-0be1-49a1-afe9-17ceb0cfd8be,Frankchester,0
4945.35,56d3e5dd-a385-4a80-b34a-77d961228d2e,Johnshire,0
3508.06,d5c44dea-a7b9-4ba9-a806-3ac797693fd2,Joemouth,0
155.4,cb7bb6ea-0098-4687-83fe-17b5e411ca52,Rebeccaburgh,0
4307.2,8be9513e-cb78-43f7-beb4-8478f1ed23a1,Maybury,0
851.17,657484cc-75ff-4f88-a4d1-7e3a1156ee21,Lake Jillianland,0
771.7,1e9d4f25-0c3c-492a-b2d8-52c43f1e740d,West Nicole,1
1278.2,810e6a65-d6ba-4059-a192-589baf4094ed,Josephtown,0
4051.64,e670e049-b0bf-4eb1-877f-3df91016953e,Robertburgh,0
279.9,5a13f7f2-ea78-4d24-9722-87aa53226d3b,North Mercedeston,0
4533.45,efe30364-0fea-44e2-8856-ce6f11d5079a,Cartermouth,0
4300.55,5b7a8230-11c9-4920-a5dc-5f62b6b338c0,West Melissashire,0
3323.36,544f1e02-5dd0-4903-a5de-7d31a0cfd11a,New Melvinhaven,0
4173.01,3d264003-614d-4b87-b404-6f5e4f885365,Ashleyville,0
1160.79,a8cbfead-db41-4f35-a5f1-c367d57e2c13,New Christopher,0
1062.16,c1b06624-7a26-4971-bcd4-9eeae2793929,Scottshire,0
248.58,b89537c5-ca49-4587-ab18-8e0ce5f09b3d,Lake Kristen,0
2533.74,b1fa1785-257b-4b03-9f00-515b5b498c9f,West Patriciaburgh,0
2707.67,8225e424-aecd-459f-a6a0-1c5ce21fde01,Port Michele,0
2451.4,ee9d405c-3821-4ee4-b477-b99747f57f4f,Lake Christinastad,0
4326.59,39cc6879-157a-4b21-89f3-ff1efe36564d,West Michele,0
2520.15,e1c62ff1-1872-48b1-971d-db7d8a798fbf,Cortezmouth,0
2467.56,2aa81b6f-00f0-4483-be3d-74118626b04b,Dunlapfort,0
1710.01,4f3636b2-e52a-4784-a23f-ea5984c4a237,New Travis,0
3124.61,f1881cd0-b8c5-406a-b9ec-0a3b22c36eff,Port Riley,0
3569.66,ed708c8f-2b15-455a-8f88-64545a78b712,Obrienberg,0
2316.77,9f571faf-de48-4ae5-bedb-0a16526f312e,Haleyfort,0
1680.76,95ffeef1-131b-4aca-a390-807f7f40fc96,East Brad,0
4801.82,d3ceafc4-f39d-452f-9497-fe623d697afc,Cherylton,0
3954.29,07da1a08-de34-4b42-b188-f4f5f718cf66,East Stephanie,0
2942.61,3f2b45c4-4741-4f1a-832a-4c5d2c0c79b4,Port Gavin,0
2824.23,982be008-99a2-4b0d-a9a1-9518a8de162e,New Carolland,0
674.61,d6a6ffda-0565-4ede-9afb-391235061b21,West Michaelfurt,0
4756.01,4075ff67-11e2-490b-b4d1-aae1b9dc1bae,East Tammyton,0
2176.52,db6d3626-6657-4936-a2a4-c24aea298a86,Taylorshire,0
2642.64,ad1f15ee-6a39-4a63-b2cf-098ef5cc468c,Sharonburgh,0
746.43,aaa5e050-cf4d-4716-a341-1f672956e6a8,West Lynn,0
594.89,73d0102a-3601-4c3d-8411-9b2c065ddf48,Stevenmouth,0
3606.49,afea9a87-31bc-4182-b2e5-e34ba083bd52,Lorishire,0
3748.35,994a8a29-232c-4f41-b370-46deeb650a78,Port Sandrahaven,0
2250.62,4b832723-6a43-474e-9467-41fcc40edfb3,North Robertstad,0
4903.32,824d4229-cef6-44f9-a34b-a8b392fda96e,Dunlapfurt,0
2741.74,8aaf62f8-f3d5-42d3-b09d-c404f9ac5167,South Christianbury,0
285.05,307b0a9d-19a9-408c-9ac5-3c1bbf75296b,West Lisa,0
4990.62,0a3d29de-7aea-4910-86a9-58b1cf685279,Lake Donnaton,0
2982.18,55b124e6-1d24-4d98-98b8-0b9f9a0423e8,South Dustinton,0
840.25,f5e64d52-3b32-4737-9582-7b6fafcfd12f,South Nicholas,0
1658.19,d7dc0b88-4b57-4411-8d57-15d10c588db7,Williamberg,0
3850.91,8ce28e3c-e603-43e9-baef-8845c36e73b7,Rebeccaberg,0
2931.79,c978c578-c438-4717-b83d-e4485728cd7b,Jamesville,0
3015.3,4c61785b-040f-4f50-971c-0aa421165230,Port Maryside,0
2221.22,677b4274-f49f-47a4-ae9f-d9ea8d6b1c3e,West Coryland,0
3583.83,cd0de22a-80d6-4283-a09d-89b70fac8e1b,East Donnaside,0
664.76,49e365fb-6703-4a8f-8c05-24a2fe0bd09b,Nicolefurt,0
2534.59,d32a5fdf-d41c-47d0-b599-c6c3d9052f27,Cherylhaven,0
2418.32,35e37e4b-62ff-4e73-97ec-758cdcaaa922,North Marthamouth,0
3138.8,e63c95f0-3011-4b5f-8658-31a2a2642feb,East Donna,0
1058.88,2bc58289-d1a3-4190-9157-529e82b2f4fc,Port Dylan,0
2175.53,5e19298f-7f4a-4b39-9210-fffafcc554e4,East Melanieborough,0
1239.59,e039e5cf-30b8-4693-9f41-db7fb8019626,Kimberlyhaven,0
2770.41,32b3e8a2-c0dc-410e-b688-50f14cbd3ada,New Carl,0
4632.38,0ca1eeea-2b82-48c3-8e99-24c73565ed07,Robertland,0
1717.26,3252ae2b-f36d-42e6-851d-c046754a4013,Lake Travis,0
4083.84,3b7a95d9-3849-4700-a19e-d16f6dcb4601,Peterbury,0
1264.79,7ba79b85-0061-40e3-9686-8b04fa74147c,Jenniferview,0
4486.3,cadba41a-fb49-4cdd-93e3-3821d7b30b57,Tracymouth,0
4169.61,4c898697-178b-45ed-9b09-5c7db08cebfd,New Angelaberg,0
3755.36,551d3c3b-d321-4c12-8ee9-e8d0a762c2c9,Paulhaven,0
4369.31,1f2a9141-62d8-4145-8dee-93341fe544a4,Jeffreyside,0
1720.27,6c3601e8-87ff-48be-ae9d-d69ac194b357,Port Suzannehaven,0
1519.42,6387c7eb-fe93-40d3-abd4-ab1df88f1b91,New Sara,0
2091.53,34b099c4-b9e4-4839-9fce-5d872d5e6518,New Candiceburgh,0
2299.02,c818b60d-226b-453e-a296-b5ef34f55902,Port Jessicaland,0
449.98,b7e38595-7abc-4d8f-8d25-18a0b2c854e0,Lake Kenneth,0
1285.47,690087cb-73c8-46be-840f-809ea461df9f,New Kimberlyside,0
4624.27,66c53bf3-04f6-4ae7-8ecb-726b4c2e783f,Smithborough,0
1563.08,51db5abc-0cc7-4f8c-bcd2-45cc42793c11,Lambhaven,0
80.0,8240c663-4cb6-46e9-b74c-ff9212eb45e9,Cummingsburgh,0
3346.46,7fa56808-9a83-407c-a5db-7d9225206327,Loganhaven,0
2381.55,d46a6abb-1195-4b3b-b14e-9ac3030e9a10,East Anne,0
2664.12,4a7ad84b-7708-4456-8743-2d79f6de670f,West Dianashire,0
2387.86,672d1c3f-ba66-488e-969a-296882ec99b8,North Pennyside,0
2098.02,4aaec4f8-a2bf-4150-b1d0-959b649c36a6,Riceberg,0
3500.26,c1b2480d-c89b-4551-ad87-c28c87a148f6,East Jasmine,0
4016.68,69d0c748-779e-48ab-b1ec-8898d1970ec5,Port Donna,0
2904.59,17cc5aff-561b-4a3b-81b8-05d9bc513433,Castillohaven,0
1672.95,9f6cac0a-ef9b-4612-8279-ed54780ce9cf,North Holly,0
538.05,6eea4997-8dfd-4030-ae61-20faf88a0c20,South Jenniferstad,0
2382.49,de770db8-40ee-4bd2-9390-1c95b6c568d4,Amychester,0
3476.03,e70d42c2-dfe9-4a62-a389-bc5baa3c22b6,Jamesland,0
1913.21,7664f6ff-0785-4ac9-bed3-3290e9ec8b76,Gonzalezside,0
1807.78,4d5d16db-7de7-4cc0-a433-93d0a1ff756b,Danielshire,0
2173.82,5bfc3b24-0751-48ab-800b-54900ff36fe9,Port Larryberg,1
4679.19,87490341-98b5-4ebe-ac23-1082aa45164e,Port Edwin,0
4978.74,2495b4b6-e0fc-4232-8058-5887441a933d,South Robert,0
1136.14,8fc5fa37-a37f-47e1-9475-9e352f1e2115,Angelachester,0
3911.78,b54efe76-5a5a-4ac9-a247-4ff0c8da912b,East Anthonyhaven,0
2112.6,e9b3daf2-77b5-4e2d-9a64-212859298291,New Douglas,0
2069.8,e8215086-841b-4a23-8faa-3afa0618bf67,Port Gerald,0
1701.01,d50a450d-6df7-4fc3-8fa7-c21383438738,Smithborough,0
4133.06,870c0a6e-cc23-4db0-b2ae-7c7de8f9bd77,Warnerport,0
4255.33,f88fdfc1-4dc8-46e7-8101-9e9b25d7a960,Villarrealhaven,0
151.14,9f2c9a91-792a-425e-baec-b79b7b3d142f,Ryanview,0
2335.07,7e0883c7-6a0b-4169-ba0c-9298bbfc4d82,Valdezburgh,0
72.06,f5f78bba-5a07-4da6-90d0-795a766d8c9a,West John,0
1008.39,7a701edb-4e3e-4802-8529-651e59ef2eff,Lake Christopherborough,0
160.28,47c57dbc-d204-4257-82fd-af880bdaa4a3,Baileyfurt,0
1116.64,16c86f13-dca2-4405-aa3f-1681c11a039b,Larsontown,0
4805.53,eefac185-1305-400d-abf2-1525d8a9ae6a,Laurenview,0
3189.2,04109cb1-5d9d-4356-8e5d-a3051b17cf8d,Jonesville,0
4653.49,73839c5a-894f-4dd2-91b3-e4e210598a8b,Sanchezton,0
4131.11,cb9b37d2-c497-4df4-ab0f-42c34b07c8e7,Richardview,0
2202.37,707132f9-4f0d-4d02-ba36-a13daeb2d732,Sparksmouth,0
1111.4,abf7377d-9950-4b4e-82cc-d48be27d04ce,Cartershire,0
3367.14,856f9bd3-47c8-4f1b-8f97-4e47935e9559,Lake Amanda,0
452.61,10d1ca69-6b09-4d0a-bcf6-dae490d819d8,Figueroaburgh,0
4808.88,428951fc-bee3-40db-9ae7-ed79d49740a8,South Timothy,0
311.44,d3212bde-5453-44fa-9321-ac164c382bff,East Jessica,0
473.32,49dbe335-2cfd-4eff-a6f7-294363a628ee,East Sheila,0
2606.12,eda1097f-e972-4ac2-a58f-11410a31319a,Lindsayfort,0
4584.46,f2e150a2-80fc-414a-8653-13842a1bac80,Stevefurt,0
386.52,c11a6a62-b0b9-4961-bd72-87a91df34c5b,Wilsonbury,0
4470.32,1ed08f95-a382-482c-b366-b89e9deb7e0c,South Stephaniechester,0
4256.05,b2134dc5-e416-461e-b7e3-f6dedf601b4b,Courtneymouth,0
4299.79,714acc9a-7103-48da-934c-126b78d760f4,New Reginamouth,0
131.63,5c82a6cf-65d9-43bc-8037-709daede75b7,Evansville,0
4464.49,95a98912-40aa-45ba-996a-1a16d9a281a8,Lake Manuelside,0
3451.13,5a539a56-bc99-48cd-aca0-89df669cc1ec,Lake Michelle,0
1511.09,3f16a10e-9a95-40fa-bfde-5a91ebbc4748,Jonestown,0
4872.07,c8615e09-fc34-4652-9dbf-2c051201c01d,South Jennifer,0
3029.66,aee03c7c-dbb8-49b8-9739-5212edd0f7fd,New Curtiston,0
4248.51,ab497db9-c1ff-472d-b65b-30f020e8a52c,East Sean,0
101.96,e9810162-959b-48c1-a4e1-8a43f147d532,Englishton,0
1992.64,201bb96f-8169-45ad-9e3b-4ef35aeb55e9,Scottstad,0
4986.99,b3a9b3dd-c2fa-447e-9ef2-c0aef1e1c9b5,Baldwinville,0
4093.9,cfff8320-1076-46b2-9069-f2b9b79a2850,New Michelleberg,0
3827.92,1c4d64dd-e26b-434d-9f67-7fc604af8a7c,Port James,0
1953.52,3ef0ef5f-6042-4901-a3e6-d3dd280a3e7c,Guerrabury,0
153.23,e083b191-41aa-4914-a3c0-752ad444be6b,Port Ericmouth,0
4573.47,b1f89b2a-cbb2-435d-bfa6-8db0ee2a7c75,North Christina,0
3274.15,8d7ca289-059d-4fc0-ab73-8275786d19ad,New Cynthiaberg,0
3906.18,6d2c07ae-3196-4b03-9bb1-5b56d7b78f1d,Williamland,0
3364.95,14e26f75-fdf4-49ac-9614-1fd749af30e9,East Larry,0
458.44,dd6859bf-c45f-4632-aa6b-a778d461ef25,Jonesstad,0
4251.15,42dc82da-e156-4c8c-b1c8-c466ad91a431,Nancytown,0
2809.91,4ca1a06c-f576-4c3b-9ef6-1a52de424413,North Stevenview,0
4531.48,d0534a2e-8d42-494b-85e0-e808f6b55ae4,Port Paul,0
369.38,a4f36e2e-3c54-4200-8ae9-53746ef7ec1f,Smithton,0
1397.66,09a3113b-9de4-42db-95a2-9904848e7f63,West Brendan,0
687.24,13f173e8-baa2-466f-8ae5-64b159a3307f,Fredberg,0
3994.39,4c380e5c-33e1-4793-9ab3-66134bcbc1c4,Lake Jenniferborough,0
4404.99,a3ab79a5-8c9e-46c6-9e35-71f370c74741,Lake Stephanie,0
3124.12,13be1d4d-063d-42a6-928d-e8bd91d85213,West Adrianport,0
3237.13,8b05b9f0-08a8-48b1-a1cd-9f291e8b902b,Dianafort,0
4354.27,e7261772-8c5b-478a-94f7-00d898aea80e,Johnsonton,0
4781.59,c53fc93d-9bee-42d6-9c97-5f8287070f96,North Andrewburgh,0
1294.58,6706b2c6-09fb-4ab1-b423-fe0fba242e7f,Port Kimberlyville,0
3078.65,eec84609-ed97-4e91-bb35-0d6ad7bdcff1,Lake Jacob,0
2435.04,d7bf0175-96c9-43f5-a1b2-c32473f6ab0a,Port Jonathan,0
3659.75,1a7c427c-b875-478c-8bd2-6cb3f04d4ae7,Kentside,0
611.29,a90380e2-4a9f-47d9-a4c9-034b5530c5d8,North Jeremy,0
4845.44,4219a5fe-f1a0-4095-bdcf-8291b170785c,East Debraville,0
1229.14,8d55e23b-b1ce-426c-8672-c2dc03138288,Juliafort,0
2989.64,d4856809-43bf-49f2-ac38-0db5e08d062c,Wilsonland,0
469.49,08bf6b5f-bc29-40d4-a1b5-7cc1a914130e,Shelleybury,0
2317.11,9c6a9071-ff5b-48ed-9d8b-1236beb126a6,Coryport,0
3771.63,951a3170-a42f-47a4-a05b-2a04c0e1be74,Garciamouth,0
4881.55,2bce3952-3f35-4160-9cf0-145e4d4bc6d6,Christineport,0
2853.37,d8951ca8-db29-4add-885f-2037042c41f4,Lake Michaelton,0
806.45,3c86ea14-dcc5-45e9-9444-ce52591a0bcd,Pamelaside,0
1672.47,e82b71f2-63eb-4045-ac34-fb6edc2cd192,Whitebury,0
4682.14,8409bb6e-6b69-426a-ab16-32be3272e3a6,Coxshire,0
4208.86,19be2d2e-f4a5-4a57-9592-ec0f152594b5,Teresaview,0
2353.82,a3b8f8c5-c965-4d1e-b0ee-928f13d85269,West Bryanbury,0
1688.53,f613d222-6895-4fff-89b0-56ab936e669f,Lake Andrewstad,0
533.86,c36947d9-473e-45f9-a2c0-9d66657f7d44,West Rebeccahaven,0
1932.39,95c5c655-c2b1-426e-9b50-3cb81d0f3259,Millerside,0
3253.67,adb67250-bf00-4f29-b25c-6e5b884d76b8,Port Jenniferberg,0
794.02,602b2f72-c120-47ce-88a5-0673c417cccc,Rodriguezside,0
3447.76,62356f76-5102-4916-9f5a-2e67a9c484a6,Danielport,0
4317.15,13afde30-175d-403a-9038-244109f9b2ea,East Christine,0
2970.49,bb585aa9-64b6-4cf0-8571-6b44f51488cf,East Heatherville,0
2557.71,ccd8fcda-c822-46e2-8da5-b7717a7881d2,Smithland,0
3546.52,22c6313d-e13f-48e7-a0cc-aa2bae5641e1,Lake Jeromemouth,0
2430.9,b91479b2-01bb-4f2e-ab65-e26e9b325be9,Port Connor,0
4434.08,a7488895-0616-4448-be7b-4c7d48ad89ce,Huertaborough,0
355.62,310c3308-5baf-4805-90a1-8618d9ce44e0,Davilafort,0
29.76,19387017-7daa-4424-92f9-d61bca45d893,Smithfurt,0
633.07,20cf0ea6-5b89-4fcd-a09a-05d8f47b4a30,Patrickfurt,0
3898.11,0d607553-0c2c-46bf-a182-b4be4102368b,Kathystad,0
2651.43,c249a64e-6f85-43fe-977a-fbc61b88667b,North Leahfort,0
1949.7,f5d1d042-7641-421a-b205-e5df4485f1db,Lake Debbiestad,0
4354.2,ebd17a9e-57de-448f-ab4b-abf1f0d23a46,Lake Gloriahaven,0
3871.19,3d669c94-f9f6-452b-9e78-22df8127566c,Samanthaview,0
4271.65,09f0ed3a-f0a7-49cb-bb84-f2470010afcd,Kingmouth,0
155.87,37589fd4-4dec-4ee7-b786-43e8290b9819,Lake Christopher,0
3067.86,a61c9d31-a15e-474f-a476-05515c7235a3,Riverabury,1
2498.39,8579fc67-9917-449e-884b-cef0807ac9b5,West Crystal,0
3943.78,91504210-d35a-48fe-a0ce-a9417beee3bf,South Jacksonmouth,0
2167.61,23fba0c9-acfa-4444-b115-038f468b9ea8,North Andreaport,0
2869.92,8b1afae0-bd7f-43a2-b6b6-e31e378d3ad9,Williamtown,0
262.64,7a3e4423-9e37-4c8a-98d0-60f14d35ed17,Stephanieside,0
2926.97,24c03873-8bc0-406c-866e-5f95f29fb6d9,Flemington,0
3522.3,3a397d1e-e98b-4aa0-ad8c-8158240a6d62,Brendastad,0
558.24,5fcbcb93-0e5e-4462-a78e-96908713efca,Port Laurie,0
4036.45,64326394-731a-4b02-a3cc-1b1a2e9274d7,Courtneyside,0
3446.45,9224a7d1-96c0-434b-b68b-adb2ad7ad58f,Coryside,0
2225.4,fffdd5dc-1f88-4815-bbd9-cc150dc90bc5,Reginaldbury,0
1172.35,40d705fb-23e3-436c-a35b-da3cc9ced941,Loriland,0
289.14,4bb778ba-85a3-402f-b1d1-158b67786723,West Laurenchester,0
1123.55,488be0fc-f5a5-456c-b5af-c0fe3ea242a6,East Stephanie,0
755.82,0d8217c4-625d-4df6-b6c4-cfb0d03c1f03,Wrightport,0
183.53,3bfb1aac-37c7-4c8f-957c-c1cd7fcfda37,East Ryan,0
2249.75,54246446-c184-4ad3-9799-e9c88355956c,East Francisco,0
3334.41,5da256f2-44ff-476f-ae44-804061208754,Bakerview,0
2268.9,278703ed-35af-4bc3-833c-391b8cdd02fc,Michaelside,0
1133.28,f787d421-3108-4911-a0c4-ad3bd8e5cc2c,Alyssamouth,0
4425.49,dd22cef4-44f9-4196-ac38-74ab67a3263d,South Lisa,0
4508.2,1d239662-c988-4bc7-910e-0e723f045ffe,West Brendanville,0
3561.46,00f07447-938b-41f2-8692-31a3fafa0cec,West Julie,0
1794.42,aac443e5-d3a1-41a8-9c26-4bdc2bf6845d,Stevenmouth,0
644.74,d80f1bd7-e858-40d3-9d68-3128b7fe66be,Christianville,0
2859.56,a8eb5d4a-07df-4e03-a472-b6b29a8dd519,Zacharyville,0
2212.22,b4d0d436-93a6-4978-8075-3f6581959117,West Michael,0
2935.98,a34e3c2d-3230-49a5-987f-79f8d759900e,Port Justin,0
2105.88,3659bebe-bd3b-4888-8865-528827a82c7c,New Monica,0
1835.83,af71081c-0960-4f7e-96e4-be6fc6941fcc,East Michael,0
3761.47,ccb12f4d-f83b-4834-b577-42ba66c8c742,Jasminebury,0
1599.97,bbae705b-b206-4362-9b15-781a392ee62c,Lake Sheila,0
3091.45,0e63d20b-6060-4a08-875e-f5c94a23e66e,Lopezport,0
2490.06,a6fe08d3-70e6-460c-ba4f-61e349694455,South Christopherchester,0
228.24,5bc264ff-0a0e-4b76-a1ea-e9660f390bee,Lisaside,0
2583.91,33b7549a-b5a3-4200-94c2-4cef2def9af6,Lake Danielfort,0
2430.73,5fe4444b-cf55-4cd8-8e53-2ffb18ca0e8c,Lake Heather,0
3337.73,c1fca8de-9396-4ebd-bfe6-927ae53f1a2e,Garyborough,0
2720.72,64c67bf5-7a65-4c66-af49-4b5cb9e3af80,West Alberttown,0
2980.75,0e25500b-ce65-4a8e-83bd-c07f356861a3,North Johnny,0
3184.11,5d24f67e-2014-43bb-8314-b917c5c3b96b,Sarahville,0
1174.84,70acfac7-83db-4a95-aac4-d31bfce99023,East Diana,0
2984.45,74c84bce-e700-470e-a991-a2af5281932e,Barnesville,0
927.45,0b1758f1-9eab-484d-a978-4318213c1a4c,Alisonbury,0
1519.68,5114d731-5896-4c9c-8a40-46a932271e11,Robertsonshire,0
3028.5,089c237a-6d00-49dc-a6e1-6a70148e0588,Port Sarahmouth,0
1390.25,c368fda3-1b97-4f22-a598-8d07b8a39759,Ginaside,0
3627.98,0c14b775-8921-452f-9ae5-be8bb2d7c87b,North Laurentown,0
880.27,689db9c0-869c-42f9-bd34-89b2c2adf13b,Chenshire,0
165.76,260a83b8-14bf-4a6b-867b-5c50acc7428c,Melanieville,0
4749.9,c63b5188-10e7-4a5b-b2e5-b098db6d3acc,Sparksville,0
2486.08,80aa34ec-9650-4fec-8102-0e25b12ab497,North Jeremy,0
3446.47,3dec35f0-1fb6-4f9b-9e15-71f58ffed481,Brianland,0
4125.56,47bb8caf-2616-4913-aea3-e8931ad496f3,North Jeffreyland,0
4526.01,999c1a22-a84f-40b4-9dec-bee74b43a41d,West John,0
3696.04,df446bda-2ca0-4966-a33e-515a9fd711af,Hansenshire,1
2576.49,fd801586-6c2b-4cb1-a39a-660f67338ed0,Boydland,1
4142.94,82c0897a-0b80-46ee-a980-251435863964,Raymondborough,0
3449.32,92f53afa-3599-4b3a-a0da-692981a4cf8e,Lake Shirleyhaven,0
1246.83,300141e4-1d1e-4b80-8f07-402d4c851ac8,South Richardfurt,0
4729.45,ce660c70-613a-4b09-b6d6-a4dbc9e98e32,North James,0
2436.12,1c96cde1-556e-4b59-8f15-83c34d102e3b,Carmenland,0
1355.95,912c01e3-612d-42a9-9e01-35ec2e6ab3bc,Timothyside,0
1866.63,482195e5-8bca-4caa-8c59-2302273e4a83,East Aprilmouth,0
612.9,5edce5fd-ec08-41fc-9ddb-09603f8471ed,Davestad,0
3023.0,8085c105-c960-4fb4-80d0-f99d89c4491e,Pruittmouth,0
3499.53,301e1f79-b50e-4060-9625-6a06db1e723b,Oliviafurt,0
3471.08,1e1ba3aa-5be3-45b3-8bc8-bddeeaaa252d,Cruzchester,0
1035.32,d91cb4a9-baa7-4941-8e91-f82178948324,Jenniferfurt,0
4837.41,66bbe7b8-990f-468d-b53c-e0ac215989e7,New Leah,0
4202.62,da6caf85-1b42-4435-995e-fd45e2959154,East Melissa,1
2075.84,9f7bdfbc-a6bf-4216-9a0a-294b9894c6db,East Nicholas,0
3085.72,166dc2da-827a-4bab-b949-921985bd2e41,New Elizabeth,0
4655.65,1a3e945d-69bb-4475-89a0-d2530ee72205,Port Craig,0
4092.34,b77c63c0-bb8c-4f55-87ad-6d88f143f49e,Brianstad,0
226.43,d0de5224-89aa-4632-b767-b996728d345a,Brooketon,0
3060.15,255bd77a-5e00-4eb0-ade3-c6b388eb53df,South Billland,0
312.76,2be935ac-0aca-46a6-97cd-9121cff1ac3a,Deborahton,0
863.98,6305652d-6c7c-4d60-825e-5153949c4ab0,Port Danachester,0
4144.03,c2e11cbe-292e-4e6d-8d10-658b386ae24a,Robinsonton,0
977.19,2f55f78e-1891-4154-aea5-ae304a7e8a32,South Martinchester,0
3829.24,442de3d8-1273-4069-b24e-f09629206bb4,South Jonathonstad,0
2558.15,3e36c9bb-313b-4016-a7a1-0f51f3183702,Lake Ashley,0
2267.47,8d446a16-e53e-4516-92ae-e99ebf32c1f9,Hansenborough,0
2193.6,9a750a1d-8a70-4cab-9466-c60ab96e34ee,Lake Johnstad,0
170.29,09f1243c-a452-48b3-8382-9d1e5745e528,West Harold,0
2669.02,fcee009a-a392-4395-8d94-e6fa000afd4a,Hendersonbury,0
2765.51,7f2c5e75-3ef6-4e51-be54-fd26970296ca,Larrychester,0
2042.22,c19d8724-7995-41f6-a734-b42b9d23ef42,West Angelaview,0
3741.19,190ee54a-15f7-4d2f-b722-9eb68388083e,New Jason,0
3157.67,23657d46-2a4f-48f7-a315-ff727ea6aa3b,Josephport,0
1819.7,4e9c7643-a06a-4f68-a89c-f202f1b30848,Port Andrew,0
4018.85,99b5a8b9-acd6-49af-9d68-1882e7f007dc,North Richardmouth,0
2627.21,af51ccb8-d6c0-4f4e-8da8-37cb6cfca0a7,Powellhaven,0
1585.93,1ae3b25c-4034-4ed5-a757-3b352df3fd70,Annettehaven,0
3456.71,973d24d2-ea0b-4253-87dc-050ee78f5811,Hensonfort,0
2078.09,8dd769b4-f62f-4259-a23f-d3040c22f68c,Alisonland,0
2903.24,785e4fbd-bffd-414c-b6da-6ae5bebd9180,New Sheilaberg,0
3843.53,52539b78-d030-41e7-b532-c4adfea9d22c,Cookview,0
4239.63,36f86f31-fd24-4a66-9297-6517b4a42fc8,Billytown,0
2240.94,296ee3ad-8333-4ef7-8349-2b6dda9fc9c7,Barbaraville,0
3623.57,43f78233-f58d-4caf-a04a-775357bc30e4,Dustinmouth,0
2955.69,2bc78321-e6b8-45f6-9dbe-2593a33c5dcd,New Aliciafurt,0
2334.61,41fe7da7-e1aa-4d7d-af3a-1a9230dcec9c,Dylanmouth,0
2312.3,a7034690-449f-40e3-acdb-f773b630deb3,New Amanda,0
898.91,c3276b40-3999-489f-8664-3042a60fc4cf,Lake Randymouth,0
2269.69,c5b0c964-a51d-4da6-8c41-1966365b05e0,East Karen,0
4393.95,25092f32-ead6-41a8-8327-ba0f1f6ded6e,Kingville,0
4403.53,d7fb0212-bea8-4f98-a99a-831f5bb527b2,Lake Joshuaton,1
573.71,c8e7b98f-2b14-48ba-a926-2e66bea3ec22,Emilyton,0
4265.35,d59f2eb6-7573-4b89-a5f8-8996dc483b5c,North Bradley,0
1862.23,3dcee3e7-888e-476c-a3e9-7fe9d0a6e3b0,South Davidburgh,0
4266.98,e0d12f7c-63e8-4d88-a871-d44a3b893db1,Warnertown,0
807.21,f64bc492-09a3-4691-8311-ff261eaa9aa0,New Mitchellland,0
2037.54,bb38f7c9-e21a-422f-bde2-96949fcc9ca7,Lake Matthewfurt,0
